path,sentence
common_voice_id_19800553.wav,aku seorang esperantis karena tak cukup bagiku untuk menjadi orang swiss
common_voice_id_19800554.wav,saya dengan senang hati akan membantu anda
common_voice_id_19800555.wav,adik lakilaki pak kobayashi sedang bermain sepak bola
common_voice_id_19800556.wav,apakah tom mengetahui apa yang harus dilakukan dengan ini
common_voice_id_19800557.wav,aku benarbenar berterima kasih
common_voice_id_19800558.wav,apakah anda butuh tempat tinggal
common_voice_id_19800559.wav,kemarin saya mengirim barang untuk ibu saya
common_voice_id_19800560.wav,pintu itu sulit dibuka
common_voice_id_19800561.wav,apa yang orang tersebut katakan
common_voice_id_19800562.wav,aku sudah tidak tahan dengan hal itu
common_voice_id_19800563.wav,saya sudah membaca buku
common_voice_id_19800564.wav,tidak semua kertas kecil adalah cek
common_voice_id_19800570.wav,esperanto bahasa internasional mudah
common_voice_id_19800571.wav,saya meminjam uang dari pak yamada
common_voice_id_19800572.wav,di rumah saya ada tiga buah televisi
common_voice_id_19800573.wav,hari ini saya tidak pergi karena demam
common_voice_id_19800574.wav,pengemudi yang mabuk itu bertanggung jawab pada kecelakaan kendaraan
common_voice_id_19800581.wav,tetap awasi dia
common_voice_id_19800583.wav,saya kesusahan karena harus menghafal banyak huruf kanji
common_voice_id_19800584.wav,naik pesawat atau kereta
common_voice_id_19800587.wav,ini pertanyaan yang bagus
common_voice_id_19800588.wav,dia ingin membeli buku tersebut
common_voice_id_25039603.wav,kroasia berada di bagian tenggara eropa
common_voice_id_25039604.wav,iya karang gigi parah
common_voice_id_25039605.wav,tom selalu meyakinkan mary bahwa dia benarbenar mencintainya
common_voice_id_25039607.wav,aku rasa tidak
common_voice_id_25039608.wav,spongeboob si kotak
common_voice_id_25039609.wav,tom mengambil intan dan mengamatinya
common_voice_id_25039610.wav,kalau seperti ini
common_voice_id_25039611.wav,luas ya
common_voice_id_25039612.wav,aku bertanya sendiri jalan mana yang paling singkat
common_voice_id_25039613.wav,ayah saya bisa berbicara bahasa inggris dengan baik
common_voice_id_25039615.wav,kami akan melakukan pengembalian barang jika barang yang diterima tidak sesuai deskripsi
common_voice_id_25039616.wav,bahasa spanyol cukup menarik untuk dipelajari
common_voice_id_25039617.wav,saya menelepon ketika berada di kamar
common_voice_id_25039618.wav,tas ini mahal
common_voice_id_25039619.wav,saya tidak tau kemana seharusnya saya pergi
common_voice_id_25039620.wav,di dekat stasiun telah dibuka restoran baru
common_voice_id_25039621.wav,maya merupakan anak yang sangat pintar dia selalu mendapat rangking pertama dikelasnya
common_voice_id_25039622.wav,anda penyewa atau pemilik
common_voice_id_25039623.wav,biarkan saya sendiri dia berkata dengan marah
common_voice_id_25039624.wav,ada beberapa buku di atas meja
common_voice_id_25039625.wav,dia membuat sebuah alasan
common_voice_id_25039626.wav,tidak ada yang tahu ke mana bill pergi
common_voice_id_25039627.wav,apakah kalian pernah ke meksiko
common_voice_id_25039638.wav,ayah saya seorang guru bahasa inggris
common_voice_id_25039639.wav,di sana ada kotak bundar
common_voice_id_25039640.wav,padi menunduk
common_voice_id_25039641.wav,saya sedang ingin pergi berjalanjalan
common_voice_id_25039642.wav,buah segar baik untuk kesehatan
common_voice_id_25039643.wav,kamu lebih memilih pergi ke kebun binatang atau bioskop
common_voice_id_25039644.wav,saya suka berlari waktu hujan
common_voice_id_25039645.wav,apa nama dari apotikmu
common_voice_id_25039646.wav,kemarin saya pergi mencuci di sungai
common_voice_id_25039647.wav,langkahi dulu mayatku
common_voice_id_25039653.wav,dia nanya ke aku aku udah ngapain aja
common_voice_id_25039654.wav,setelah tamat universitas saya akan segera bekerja
common_voice_id_25039655.wav,saya tinggal di apartemen yang cantik dan tenang
common_voice_id_25039656.wav,buddhisme bermula dari india
common_voice_id_25039665.wav,menjelajah gunung adalah hobi kami yang tidak tergantikan
common_voice_id_25039666.wav,atas nama tuhan
common_voice_id_25039667.wav,mungkin kamu berusaha terlalu keras
common_voice_id_25039669.wav,sinterklas tinggal di kutub utara
common_voice_id_25039670.wav,kunyah makanan mu dengan perlahan
common_voice_id_25039673.wav,kami dulu saling bertetangga
common_voice_id_25039674.wav,aku sudah tidak tahan lagi
common_voice_id_25039675.wav,kemarin saya tidak keluar ke manamana
common_voice_id_25039676.wav,ehnampaknya ada masalah kamu tunggu sebentar saya akan cari tahu
common_voice_id_25039677.wav,untuk perjalanan jauh disarankan untuk menggunakan motor maupun mobil atau angkutan umum
common_voice_id_25039678.wav,apakah kamu percaya akan tuhan
common_voice_id_25039680.wav,jangan buang apapun diatas lantai
common_voice_id_25039681.wav,kemarin saya pergi ke dekat stasiun untuk berbelanja
common_voice_id_25039682.wav,sebaiknya kita jangan membicarakan ini lagi
common_voice_id_25039684.wav,dia telah mencoba berbagai cara melangsingkan badan
common_voice_id_25039685.wav,saya melihat pak tanaka sedang belajar di perpustakaan
common_voice_id_25039686.wav,harganya berapa
common_voice_id_25039687.wav,aku selalu berjalan ke sekolah
common_voice_id_34325990.wav,saya membuat aturan untuk tidak menonton televisi setelah jam sembilan
common_voice_id_34325993.wav,anehnya
common_voice_id_34326146.wav,di surabaya saya dilahirkan
common_voice_id_34326153.wav,wahyu terlihat sangat murung
common_voice_id_34326260.wav,kamar saya terlalu sempit untuk barangbarang ini
common_voice_id_34326350.wav,makanan yang saya sukai adalah kare
common_voice_id_34326351.wav,ini tidak sulit untuk dilakukan
common_voice_id_34326418.wav,tom melihat sekitar ruangan secara perlahan
common_voice_id_34326428.wav,aku menulis surat untuk putriku
common_voice_id_34326539.wav,ayahku tidak merestui pernikahan kami
common_voice_id_34326544.wav,tom mungkin tidak akan pernah mempercayaiku lagi
common_voice_id_34326681.wav,dia terserang demam tinggi
common_voice_id_34326758.wav,maumu seperti apa sih
common_voice_id_34326912.wav,burung sedang minum air
common_voice_id_34326914.wav,katanya kamu sedang tidak enak badan ya
common_voice_id_34327093.wav,sekarang pukul tujuh pagi
common_voice_id_34369371.wav,pipa air bersih mengalami kebocoran
common_voice_id_34369437.wav,anda terlihat sangat pucat apakah anda baikbaik saja
common_voice_id_34369479.wav,kamu tidak bisa lagi tinggal di daerah ini
common_voice_id_34369664.wav,pulau itu mudah dijangkau dengan perahu
common_voice_id_34369708.wav,janji adalah janji
common_voice_id_34369713.wav,aku tinggal di sebuah kota
common_voice_id_34369714.wav,kalau tidak sekarang kapan
common_voice_id_34369800.wav,aku ingin kembali ke desamu
common_voice_id_34369801.wav,nama margaku adalah wang
common_voice_id_34369802.wav,keadaan saya cukup memalukan jadi saya lebih memilih tidak ingin memperumitnya
common_voice_id_34369851.wav,para pengendara harus memperhatikan rambu lalu lintas
common_voice_id_34369852.wav,banyak anak belum tentu banyak rezeki
common_voice_id_34369853.wav,dengarkan baikbaik maksud perkataan saya
common_voice_id_34369854.wav,apapun yang dia bilang aku tidak akan berubah pikiran
common_voice_id_34369937.wav,sekilas sejarah tentang terowongan ini
common_voice_id_34369938.wav,ibunya selalu mengeluh tentang hal itu
common_voice_id_34369939.wav,ini pulpen
common_voice_id_34369970.wav,saya menjadi pendek
common_voice_id_34369972.wav,rumah itu sangat mewah
common_voice_id_34425795.wav,sami harus berhatihati dengan itu
common_voice_id_34425796.wav,saya mendapatkan pekerjaan ini dengan bantuan guru saya
common_voice_id_34425797.wav,saya tidak menganggap dia jujur
common_voice_id_34425883.wav,apa yang membuat ini begitu berbeda
common_voice_id_34425884.wav,kapan tom berkata mary akan datang
common_voice_id_34425940.wav,saya tidak boleh makan cokelat
common_voice_id_34425941.wav,para penduduk dari kota itu telah dibinasakan
common_voice_id_34425942.wav,ia menerjemahkan puisi
common_voice_id_34425944.wav,pulanglah ke istrimu tom
common_voice_id_34425992.wav,kekalahan itu sangat menghancurkan dia
common_voice_id_34426049.wav,ken sama tingginya dengan bill
common_voice_id_34426052.wav,tom merekomendasikan saya untuk melamar pekerjaan
common_voice_id_34426054.wav,aku lelah
common_voice_id_34426137.wav,orang itu kakinya kurus dan panjang
common_voice_id_34426142.wav,ada kalanya hidup itu tidak seindah yang dibayangkan
common_voice_id_34426200.wav,saya menghafal bahasa jepang dengan menonton televisi setiap hari
common_voice_id_34426254.wav,dia lebih tinggi daripada saya
common_voice_id_34426365.wav,kenapa tidak kau lepas jasmu
common_voice_id_34426368.wav,putraku telah masuk sekolah menengah
common_voice_id_34426369.wav,saya membeli buah dan sayur di toko sayur
common_voice_id_34426466.wav,tom perlu menurunkan berat badan tiga atau empat kilo
common_voice_id_24015227.wav,apakah ada yang bisa saya sampaikan ke beliau
common_voice_id_24015228.wav,jangan kebanyakan ngemil
common_voice_id_24015229.wav,aku ingin kamu
common_voice_id_24015230.wav,kalau mengarah ke event lama tentu saja perlu
common_voice_id_24015231.wav,mengapa dia suka makan soto kambing
common_voice_id_24015233.wav,belajar matematika itu penting agar dapat melatih kreativitas dalam memecahkan permasalahan
common_voice_id_24015234.wav,aku menginginkan kehidupan baru
common_voice_id_24015235.wav,dengan menaiki motor papa aku pun menyeberangi jembatan tersebut
common_voice_id_24015236.wav,saya biasanya sarapan dengan tahu dan tempe
common_voice_id_24015237.wav,untuk perjalanan jauh disarankan untuk menggunakan motor maupun mobil atau angkutan umum
common_voice_id_24015239.wav,dalamnya terowongan ini mungkin tak sampai tiga ratus meter
common_voice_id_24015240.wav,kami selalu melakukan apa yang diperintahkan orang tua kami
common_voice_id_24015241.wav,nasi goreng kambing di kampung itu enak sekali
common_voice_id_24015242.wav,kebun binatang ragunan terdapat banyak sekali hewan
common_voice_id_24015243.wav,aku tidak paham
common_voice_id_24015244.wav,ke mana perginya dia
common_voice_id_24015245.wav,internet sehat pedoman berinternet sehat aman nyaman dan bertanggung jawab
common_voice_id_24015246.wav,jangan terlena atas kisah sukses orang lain
common_voice_id_24015252.wav,aku suka makanannya
common_voice_id_24015253.wav,terima kasih sudah berbagi cerita menarik
common_voice_id_24015254.wav,makin berkualitas kamus itu tentu makin mahal harganya
common_voice_id_24015255.wav,apa tidak ada yang lebih baik
common_voice_id_24015256.wav,aku memiliki kakek dulu yg merupakan seorang kapten
common_voice_id_24069514.wav,youtube sekarang sudah mengalahkan pamor televisi nasional
common_voice_id_24069515.wav,maaf saya tidak tahu
common_voice_id_24069516.wav,saya kecewa
common_voice_id_24069517.wav,manakah berkas yang benar
common_voice_id_24069519.wav,aku ingin terbang tinggi di angkasa
common_voice_id_24069550.wav,saya baru tahu libya pernah memiliki bendera yang hanya berwarna hijau polos
common_voice_id_24069551.wav,kamu pernah keluar negeri
common_voice_id_24069552.wav,harganya naik secara drastis
common_voice_id_24069553.wav,baiklah aku ke sana
common_voice_id_24069554.wav,mencapai citacita tidaklah mustahil
common_voice_id_24069559.wav,hidup itu harus berani
common_voice_id_24069560.wav,kehidupanku berlanjut seperti biasa kurang lebih enam bulan lamanya
common_voice_id_24069561.wav,undang ia ke dalam rapat perdamaian akibat dari kejadian hari ini
common_voice_id_24069562.wav,mereka ingin menunjukkan identitas
common_voice_id_24069563.wav,tidak ada sesuatu yang tidak mungkin
common_voice_id_24069564.wav,hujan sore ini membuat orang malas keluar rumah
common_voice_id_24069565.wav,tidak boleh ada diskriminasi
common_voice_id_24069566.wav,destinasi favorit saya adalah alunalun yogyakarta
common_voice_id_24069568.wav,silakan yang mau ikut kelas mozilla besok
common_voice_id_24069574.wav,saya tidak menemukan buktinya
common_voice_id_24069575.wav,berapa sisa uang saya
common_voice_id_24069576.wav,parkirkan saja mobilmu di belakang taman rumahku
common_voice_id_24069577.wav,hari ini aku tidak masuk kerja
common_voice_id_24069578.wav,permisi bisa beritahu jalan ke halte bis
common_voice_id_24069592.wav,maria berkata kepada dirinya sendiri aku sangat beruntung
common_voice_id_24069593.wav,selamat datang di san fransisco
common_voice_id_24069594.wav,lalu apa rencanamu setelah lulus kuliah
common_voice_id_24069596.wav,mau makan batagor atau ketoprak
common_voice_id_24069601.wav,saya tidak punya tujuan hari ini
common_voice_id_24069602.wav,aku sakit
common_voice_id_24069603.wav,saya ingat salah satu teman saya yang berasal dari zimbabwe
common_voice_id_24069604.wav,saya ingin kamu datang malam ini
common_voice_id_24069606.wav,komodo merupakan satwa langka
common_voice_id_20952919.wav,pak tanaka bekerja dengan susah payah
common_voice_id_20952920.wav,hobiku bermain gitar
common_voice_id_20952921.wav,saya sering bertemu pak sasaki di stasiun
common_voice_id_20952922.wav,tom melihat kepada mary
common_voice_id_20952928.wav,aku cinta kamu
common_voice_id_20952929.wav,kubilang tidak
common_voice_id_20952930.wav,di dalam kolam ada ikan
common_voice_id_20952931.wav,luas ya
common_voice_id_20952932.wav,rumah sakit di seberang stasiun
common_voice_id_20952933.wav,saya tinggal di apartemen yang cantik dan tenang
common_voice_id_20952934.wav,karena bulan ini sibuk tidak ada hari luang
common_voice_id_20952935.wav,rumahku sudah diasuransikan penuh
common_voice_id_20952936.wav,saya tidak punya mesin cuci lagi
common_voice_id_20952937.wav,saya pergi naik gunung
common_voice_id_20952943.wav,sebelah matanya buta
common_voice_id_20952944.wav,maaf mana jalan menuju stasiun yang paling singkat
common_voice_id_20952945.wav,saya harus mengerjakan pekerjaan ini sampai malam
common_voice_id_20952946.wav,dibandingkan rumahnya rumahku terlihat lebih kecil
common_voice_id_20952947.wav,ini bukan soal uang
common_voice_id_20953469.wav,pulau itu mudah dijangkau dengan perahu
common_voice_id_20953472.wav,banyak terdapat gereja disini
common_voice_id_20953475.wav,nama keluarga saya adalah wang
common_voice_id_20953476.wav,merusak berarti membeli barang
common_voice_id_20953477.wav,saya ingin kamu baca buku ini
common_voice_id_20953503.wav,mengapa saya harus membayar
common_voice_id_20953504.wav,pada hari minggu adik lakilaki saya membaca buku dan menonton televisi
common_voice_id_20953505.wav,oke
common_voice_id_20953507.wav,mobil tersebut rusak
common_voice_id_20953511.wav,kamu tidak bisa datang besok
common_voice_id_20953587.wav,di taman ada kolam besar
common_voice_id_20953590.wav,masakan ini menggunakan dua butir telur
common_voice_id_20953594.wav,apakah orang tuamu setuju kamu menjadi pramugari
common_voice_id_20953598.wav,keluarga saya lima orang
common_voice_id_20953601.wav,setiap jengkal pulau telah dijelajahi
common_voice_id_20953689.wav,pak matsui dan pak lee sekelas
common_voice_id_20953690.wav,tidak boleh memakai topi selama pelajaran
common_voice_id_20953691.wav,karcis berlaku selama seminggu
common_voice_id_20953694.wav,kamu kelihatan sedang bosan
common_voice_id_20953804.wav,dia tidak ada apaapanya
common_voice_id_20953807.wav,saya tidak pernah mendengar cerita menyeramkan sepanjang hidupku
common_voice_id_20953811.wav,kukira dia sakit
common_voice_id_20953817.wav,gratis untuk masyarakat uni eropa
common_voice_id_20954938.wav,ibuku setiap hari sibuk sekali
common_voice_id_20954939.wav,zamenhof penggagas esperanto
common_voice_id_20954940.wav,saya pergi ke sekolah dengan bus
common_voice_id_20954942.wav,saya mengetahui nama binatang itu
common_voice_id_20954944.wav,rusa itu dibunuh oleh para pemburu
common_voice_id_20955087.wav,sekarang pukul dua belas lewat
common_voice_id_20955089.wav,kamu seharusnya malu dengan tingkah laku kamu itu
common_voice_id_20955094.wav,ayahku tidak merestui pernikahan kami
common_voice_id_20955095.wav,sekolah ini pelajar asingnya banyak
common_voice_id_20955100.wav,pesta bisa jadi sangat menyenangkan
common_voice_id_20955251.wav,sepuluh unit komputer telah dibeli
common_voice_id_20955259.wav,tom berjongkok untuk menaruh sesuatu di rak bawah
common_voice_id_20955261.wav,aku sedang berbicara dengan muridku
common_voice_id_20955262.wav,saya berhenti dari pekerjaan saya sebagai seorang guru
common_voice_id_22787892.wav,kemarin saya mendapat kabar dari pak matsui
common_voice_id_22787899.wav,dia orang yang tidak banyak berbicara tapi selalu menepati janjinya
common_voice_id_22787900.wav,busnya terlambat karena lalu lintas yang macet
common_voice_id_22787904.wav,aku haus
common_voice_id_22787909.wav,yang satu merah dan yang lainnya putih
common_voice_id_22787911.wav,hari ini ada pelajaran dari pagi sampai sore
common_voice_id_22787914.wav,kamu sedang apa
common_voice_id_22787918.wav,ken pernah pergi ke inggris
common_voice_id_22787919.wav,apakah kau melihat ponselku ada di meja
common_voice_id_22787920.wav,dia menghindar untuk bertemu dengannya dalam perjalanan
common_voice_id_22787921.wav,waktu pengerjaan tersisa lima menit lagi
common_voice_id_22787923.wav,saya tidak suka minum kopi
common_voice_id_22787927.wav,tanggal dua puluh bulan ini ada ujian bahasa jepang
common_voice_id_22787928.wav,aku tidak dapat membayangkan hidup tanpa kamu
common_voice_id_22787929.wav,hai saya punya janji dengan manajer umum ini surat pemberitahuan wawancaranya
common_voice_id_22787930.wav,ini tasnya
common_voice_id_22787931.wav,kemudian mereka melihat matahari terbit
common_voice_id_22787932.wav,minggu depan kakak perempuan saya menikah
common_voice_id_22787933.wav,bulu kucing sangat halus
common_voice_id_22787934.wav,kamu pergi jam berapa
common_voice_id_22787935.wav,berapa kali sehari kamu bercermin
common_voice_id_22787936.wav,aku tidak tau apapun tentang aplikasi itu
common_voice_id_22787937.wav,kemarin sepedaku dicuri
common_voice_id_22787938.wav,aku sakit kepala
common_voice_id_22787939.wav,orang menebangi pohonpohon  tidak semua  disamping jalan
common_voice_id_22787940.wav,aku tidak punya banyak uang seperti yang kau kira
common_voice_id_22787941.wav,kesabaran merupakan kebajikan yang sukar ditemukan belakangan ini
common_voice_id_22787942.wav,saya buta warna saya tidak dapat membedakan merah dan hijau
common_voice_id_22787943.wav,dia memberikannya segala hal yang ia minta
common_voice_id_22787944.wav,bima sakti besar
common_voice_id_22787945.wav,kepalaku masih terasa pusing
common_voice_id_22787946.wav,apakah kamu yakin
common_voice_id_22787947.wav,bagaimana bisa tom melakukan ini pada mary
common_voice_id_22787948.wav,sekolah ini pelajar asingnya banyak
common_voice_id_22787949.wav,kemarin saya tidak pergi ke perusahaan tetapi pergi ke rumah sakit
common_voice_id_22787950.wav,film ini tidak begitu bagus
common_voice_id_22787951.wav,banyak sekali planet sebesar jupiter di bima sakti
common_voice_id_22787954.wav,banyak orang mengira aku gila
common_voice_id_22787958.wav,jangan tidur terlalu malam
common_voice_id_22787959.wav,dimana kursi saya
common_voice_id_22787960.wav,saya sudah mengenalnya sejak kecil
common_voice_id_22787961.wav,tidak memerlukan waktu lama
common_voice_id_22787962.wav,itu mengagumkan sekali bukan
common_voice_id_22787963.wav,coba saya lihat daftar itu
common_voice_id_22787969.wav,pak yamada ayahnya dokter
common_voice_id_22787970.wav,jangan dekati anjing itu
common_voice_id_22787979.wav,saat ia memberitahuku bahwa ia hamil aku hampir terkena serangan jantung
common_voice_id_22787980.wav,aku cinta kamu
common_voice_id_22787981.wav,pernahkah kamu memikirkan tentang tom
common_voice_id_22787982.wav,dia sudah tiba terlebih dahulu
common_voice_id_22787987.wav,mereka tidak seharusnya mencampuri urusan dalam negeri masingmasing negara
common_voice_id_22787989.wav,apa yang akan kulakukan tanpamu
common_voice_id_22787990.wav,makan ikan bagus untuk kesehatanmu
common_voice_id_22787991.wav,di mana tom hari ini
common_voice_id_22787992.wav,silakan bekerja di sana
common_voice_id_22787993.wav,aku ingin kamu buat teh untukku
common_voice_id_22787994.wav,saya tidak keluar saat hari salju
common_voice_id_22788000.wav,seorang sopir tidur didalam mobil
common_voice_id_22788001.wav,kalau mendukung boleh kenapa tidak mendukung tidak boleh
common_voice_id_22788002.wav,saya membayar mobil itu dengan uang tunai
common_voice_id_22788008.wav,saya ingin mengunjungi estonia
common_voice_id_22788009.wav,dia sangat pintar
common_voice_id_22788010.wav,dia akan membawanya pulang jika itu yang diperlukan
common_voice_id_22412511.wav,delapan
common_voice_id_22412512.wav,iya
common_voice_id_22412515.wav,dua
common_voice_id_22412535.wav,enam
common_voice_id_22412536.wav,lima
common_voice_id_22412538.wav,tiga
common_voice_id_22412571.wav,nol
common_voice_id_22412572.wav,keren
common_voice_id_22412573.wav,setelah lulus universitas saya ingin menjadi dokter
common_voice_id_22412574.wav,dingin
common_voice_id_22412587.wav,saat kamu memakai jas biar aku yang membawa tasmu
common_voice_id_22412588.wav,saya harus memecatmu bila sering terlambat datang
common_voice_id_22412589.wav,ambil jalan di sebelah kanan
common_voice_id_22412591.wav,di sana banyak toko berjejer
common_voice_id_22412606.wav,rambutmu perlu dipotong
common_voice_id_22412607.wav,saya suka membaca buku cerita
common_voice_id_22412608.wav,saya menduga ada penyusup yang masuk ke dalam kamar tidur
common_voice_id_22412609.wav,tom tinggal sendiri di rumah yang besar
common_voice_id_22412610.wav,saya ingin tinggal di tempat tenang dan cantik
common_voice_id_22412635.wav,berapa banyak orang yang mati
common_voice_id_22412636.wav,silahkan kumpulkan berkas pendaftaran
common_voice_id_22412637.wav,mengapa tidak dijual saja
common_voice_id_22412638.wav,tas yang besar praktis
common_voice_id_22412639.wav,di kamar diletakkan enam buah kotak
common_voice_id_22412654.wav,saya memasukkan tiga sendok gula dengan sendok
common_voice_id_22412656.wav,ini pertanyaan yang bagus
common_voice_id_22412658.wav,lelaki yang kuat dilibatkan dalam berbagai kegiatan
common_voice_id_22412659.wav,anjing rumah tetangga tidak besar
common_voice_id_22412660.wav,saya merasa senang dengan rumah baru saya
common_voice_id_22412690.wav,untuk mempelajari organ dalamnya kami membedah katak
common_voice_id_22412691.wav,dia menyuruh sekretaris untuk menterjemahkan surat itu ke dalam bahasa inggris
common_voice_id_22412692.wav,bila terdapat banyak kendaraan di jalan kita mengatakannya dalam bahasa inggris jalanan padat
common_voice_id_22412693.wav,apa yang akan kamu mainkan
common_voice_id_22412694.wav,dan di sinilah mereka
common_voice_id_22412706.wav,siapa yang berkontribusi
common_voice_id_22412707.wav,ada jalan rahasia di sebelah kiri
common_voice_id_22412708.wav,awasi pria itu
common_voice_id_22412709.wav,di sini kamar yang sangat tenang
common_voice_id_22412710.wav,dapatkah kamu meletakannya di meja
common_voice_id_22412722.wav,apa itu salah
common_voice_id_22412723.wav,ambilah jalan yang benar
common_voice_id_22412724.wav,aku tidak mempercayaimu
common_voice_id_22412727.wav,walaupun salju turun saya ke sekolah
common_voice_id_22412729.wav,kalau sudah dewasa boleh minum arak
common_voice_id_22412758.wav,kita belajar dari pengalaman bahwa kita tidak pernah belajar apapun dari pengalaman
common_voice_id_22412759.wav,karena setiap hari saya berlari saya menjadi sedikit kurus
common_voice_id_22412761.wav,ini makanan yang sangat disukai pak kobayashi
common_voice_id_22412763.wav,apakah anda sudah mengunjungi menara tokyo
common_voice_id_22412766.wav,ini adalah negara yang sangat indah
common_voice_id_22412772.wav,apakah sudah tiba
common_voice_id_22412775.wav,apa yang anda ketahui tentang brazil
common_voice_id_22412777.wav,salah satu hobiku membuat bunga palsu
common_voice_id_22412778.wav,apakah lima huruf pertama email anda
common_voice_id_22412779.wav,di dalam kolam ada ikan
common_voice_id_22412804.wav,kudanya melompat
common_voice_id_22412805.wav,saya akan menyetor uang selambatlambatnya tanggal tujuh
common_voice_id_22412806.wav,kamu seharusnya tidak berada di sini
common_voice_id_22412807.wav,adik perempuan saya matanya besar dan hidungnya mancung
common_voice_id_22412808.wav,kamu harus memperhatikan kendaraan ketika akan menyeberang jalan
common_voice_id_22412809.wav,saya setiap hari berlatih tenis
common_voice_id_22412810.wav,walaupun hujan turun saya pergi naik sepeda
common_voice_id_22412811.wav,saya suka makan sambil nonton tv
common_voice_id_22412812.wav,masih ada cukup waktu
common_voice_id_22412813.wav,istriku seorang vegetarian
common_voice_id_20263197.wav,saya menunjukkan foto jalanjalan ke pak kimura
common_voice_id_20263198.wav,para hadirin nampak bosan
common_voice_id_20263199.wav,tolong keluarkan kertas yang sudah ditulis dengan jawaban
common_voice_id_20263200.wav,ai dan mariko adalah teman dekat mereka pergi ke mana pun bersama
common_voice_id_20263209.wav,apakah anda merasa bersalah
common_voice_id_20263211.wav,istriku mempunyai kesalahankesalahan meskipun demikian aku mencintainya
common_voice_id_20263213.wav,jet itu telah mendarat di tokyo
common_voice_id_20263214.wav,terus jalan lurus hingga tiba di gereja tersebut
common_voice_id_20263215.wav,awal bulan depan saya akan pulang ke negara saya
common_voice_id_20263226.wav,hari ini tidak ada siapa pun yang datang
common_voice_id_20263227.wav,perempuan cantik itu adalah ibu kimura
common_voice_id_20263228.wav,karena keretanya penuh aku berdiri sepanjang jalan menuju tokyo
common_voice_id_20263229.wav,rapat itu diadakan di sini
common_voice_id_20263230.wav,saya memperhatikan bahwa seekor binatang kecil sedang melihat ke arah kita
common_voice_id_20263231.wav,ia memiliki wajah bulat
common_voice_id_20263232.wav,warna rambut pak kimura coklat
common_voice_id_20263233.wav,lukanya yang dalam tampak dalam air matanya
common_voice_id_20263234.wav,saya tahu ada beberapa orang yang bisa melihatnya
common_voice_id_20263235.wav,tom tidak takut gagal
common_voice_id_20263241.wav,faktor utama yang menyebabkan kekeringan adalah berkurangnya curah hujan
common_voice_id_20263242.wav,kamu tidak mesti melupakan itu
common_voice_id_20263243.wav,awas lantai licin
common_voice_id_20263244.wav,nasihat gratis tidak selalu nasihat yang baik
common_voice_id_20263245.wav,saya tidak peduli dengan bahasa inggris saya bahkan tidak dapat berbicara bahasa inggris
common_voice_id_20263267.wav,dia belajar keras agar dapat lulus di ujian masuk
common_voice_id_20263268.wav,saya memakai jas ketika pergi ke perusahaan
common_voice_id_20263269.wav,pedro mempunyai motor dan dia suka mengendarainya
common_voice_id_20263270.wav,saya tidak suka bersihbersih dan mencuci baju
common_voice_id_20263271.wav,moskwa terlihat indah dari angkasa
common_voice_id_20263287.wav,apakah kamu merasa bersalah
common_voice_id_20263288.wav,tom berlatih setiap hari di rumah
common_voice_id_20263290.wav,jangan duduk di sofa itu
common_voice_id_20263292.wav,ada tiga ayam di rumah saya
common_voice_id_20263294.wav,saya makan sashimi dengan membubuhkan kecap
common_voice_id_20263309.wav,kami memiliki beberapa berita yang menyemangatkan
common_voice_id_20263311.wav,coba saya lihat
common_voice_id_20263314.wav,tom berlaku seolaholah tidak melihatnya
common_voice_id_20263316.wav,saya keluar rumah pukul delapan lalu pergi ke sekolah dengan bus
common_voice_id_20263319.wav,bagus jika kamu memiliki satu diantara dua buku itu
common_voice_id_20319091.wav,kami memancing dari waktu ke waktu
common_voice_id_20319092.wav,aku akan memakan kamu anak kecil
common_voice_id_20319093.wav,anda ingin menikah dengan orang yang bagaimana
common_voice_id_20319094.wav,di jepang arak boleh diminum dari umur dua puluh tahun
common_voice_id_20319095.wav,terima kasih untuk jawaban anda
common_voice_id_20319100.wav,selamat siang
common_voice_id_20319102.wav,itu kelinci yang jahat
common_voice_id_20319103.wav,aku menulis surat untuk putriku
common_voice_id_20319104.wav,salah satu kancing jasku lepas
common_voice_id_20319105.wav,saya harus tidur
common_voice_id_20319116.wav,saya suka makanan penutup
common_voice_id_20319117.wav,saya pernah mendaki gunung itu
common_voice_id_20319118.wav,tom memecahkan vas ming dari cina milik mary yang mahal
common_voice_id_20319119.wav,sejauh yang saya tahu desasdesus itu tidak benar
common_voice_id_20319120.wav,kamu tahu apa yang mereka katakan tentang tom
common_voice_id_20319121.wav,toilet ada di sebelah kiri koridor
common_voice_id_20319122.wav,saya punya rumah
common_voice_id_20319123.wav,hanya ibuku yang mengerti aku
common_voice_id_20319124.wav,dia merasa ingin menangis
common_voice_id_20319125.wav,tidak ada orang yang cukup memperhatikan tom
common_voice_id_20319126.wav,kecintaan terhadap seni telah tertanam pada tom sejak dini
common_voice_id_20319127.wav,siapa anak itu
common_voice_id_20319128.wav,ada televisi di ruangan ini
common_voice_id_20319129.wav,sehat itu penting
common_voice_id_20319130.wav,opera apakah yang sedang dipertunjukkan di lincoln center saat ini
common_voice_id_22924506.wav,kami semua akan merindukanmu ketika kau pergi
common_voice_id_22924508.wav,apakah kamu yakin
common_voice_id_22924509.wav,apa kamu mengenal salah satu dari anakanak di ruangan ini
common_voice_id_22924510.wav,coba saya lihat daftar itu
